,GPA_NO,TOFEL,SATI,RankGroup,result
2337,89.5,111,2200,2,1
2338,89.5,111,2200,2,-1
2339,90,106,2180,2,1
2340,90,106,2180,2,-1
2341,90,106,2180,2,1
2342,90,106,2180,2,1
2343,90,106,2180,2,1
2344,90,106,2180,2,1
2345,90,106,2180,2,-1
2346,90,106,2180,2,-1
2347,90,107,2080,2,1
2348,90,107,2080,2,-1
2349,90,107,2080,2,-1
2350,90,107,2080,2,1
2351,90,107,2080,2,1
2352,90,107,2080,2,1
2353,90,107,2080,2,1
2354,90,107,2080,2,1
2355,90,107,2080,2,1
2356,90,107,2080,2,-1
2357,95,111,2350,2,1
2358,95,111,2350,2,1
2359,95,111,2350,2,1
2360,95,111,2350,2,1
2361,95,111,2350,2,1
2362,95,111,2350,2,-1
2363,95,111,2350,2,-1
2364,95,111,2350,1,-1
2365,95,111,2350,1,-1
2366,90,100,1940,2,1
2367,90,100,1940,2,-1
2368,90,100,1940,3,1
2369,90,100,1940,2,-1
2370,90,100,1940,2,1
2371,90,100,1940,3,-1
2372,89,110,2050,2,1
2373,89,110,2050,3,1
2374,89,110,2050,2,-1
2375,89,110,2050,2,-1
2376,89,110,2050,2,-1
2377,89,110,2050,2,-1
2378,89,110,2050,2,-1
2379,89,110,2050,2,-1
2380,89,110,2050,2,-1
2381,89,110,2050,2,-1
2382,90,88,1910,2,1
2383,90,88,1910,2,-1
2384,90,88,1910,2,1
2385,90,88,1910,2,1
2386,90,88,1910,2,-1
2387,90,88,1910,2,-1
2388,90,88,1910,3,1
2389,90,88,1910,3,1
2390,90,88,1910,2,-1
2391,90,88,1910,2,-1
2392,84,81,1810,3,1
